Ort,price,Provinz,Wert,Periode,Erhaltung,Katalog,url,title,date
Schwäbisch Gmünd,40.0,Württemberg,200 Mrd,Hochinflation 1923,III,1923_5066.e_200Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104014/schwaebisch-gmuend-oberamtsstadt-200-mrd-16.11.23?c=367,"Schwäbisch Gmünd, Oberamtsstadt, 200 Mrd, 16.11.23",16.11.23
Schwäbisch Gmünd,170.0,Württemberg,100 T,Hochinflation 1923,III,1923_5067.a_100T,https://www.gap-banknoten.de/detail/index/sArticle/139518/sCategory/367,"Schwäbisch Gmünd, Stadtkasse, 100 T, 13.8.23",NoDate
Schwäbisch Gmünd,200.0,Württemberg,100 T,Hochinflation 1923,III,1923_5067.bII_100T,https://www.gap-banknoten.de/detail/index/sArticle/139519/sCategory/367,"Schwäbisch Gmünd, Stadtkasse, 100 T, 13.8.23, Aussteller: Julius Kucher jr.",NoDate
Schwäbisch Hall,45.0,Württemberg,1 Bio,Hochinflation 1923,II+,1923_5069.g1_1Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/98979/schwaebisch-hall-amtskoerperschaft-1-bio-od-uedr.-a.-20-mk-v.-1918-kn-4-4-mm?c=367,"Schwäbisch Hall, Amtskörperschaft, 1 Bio, oD, Üdr. a. 20 Mk v. 1918, KN 4,4 mm",NoDate
Schwenningen,95.0,Württemberg,100 T,Hochinflation 1923,I-,1923_5101.a_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/100463/schwenningen-stadt-100-t-13-8-23?c=367,"Schwenningen, Stadt, 100 T, 13,8,23",NoDate
Schwenningen,120.0,Württemberg,20 Mrd,Hochinflation 1923,II,1923_5101.c_20Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/100464/schwenningen-stadt-20-mrd-25.10.23?c=367,"Schwenningen, Stadt, 20 Mrd, 25.10.23",25.10.23
Schwenningen,85.0,Württemberg,20 Mrd,Hochinflation 1923,II-,1923_5102_20Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/100465/schwennigen-arbeitgeberverband-20-mrd-25.10.23?c=367,"Schwenningen, Arbeitgeberverband, 20 Mrd, 25.10.23",25.10.23
Schwenningen,180.0,Württemberg,50 T,Hochinflation 1923,III,1923_5104_50T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/100466/schwenningen-th.e.haller-50-t-10.8.23?c=367,"Schwenningen, Th.E.Haller, 50 T, 10.8.23",NoDate
Tailfingen,45.0,Württemberg,1 Bio,Hochinflation 1923,I-,1923_5119.c_1Bio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104016/tailfingen-gemeinde-1-bio-20.10.23?c=367,"Tailfingen, Gemeinde, 1 Bio, 20.10.23",20.10.23
Tailfingen,30.0,Württemberg,1 Mio,Hochinflation 1923,III,1923_5120_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/76553/tailfingen-gewerbebank-1-mio-od?c=367,"Tailfingen, Gewerbebank, 1 Mio, oD",NoDate
Tailfingen,30.0,Württemberg,1 Mio,Hochinflation 1923,III,1923_5121_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104025/tailfingen-gewerbebank-1-mio-od?c=367,"Tailfingen, Gewerbebank, 1 Mio, oD",NoDate
Tailfingen,20.0,Württemberg,10 Mio,Hochinflation 1923,II-,1923_5121.a_10Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104018/tailfingen-gewerbebank-10-mio-25.9.23-entwertet?c=367,"Tailfingen, Gewerbebank, 10 Mio, 25.9.23, entwertet",NoDate
Tailfingen,30.0,Württemberg,20 Mio,Hochinflation 1923,II-,1923_5121.a_20Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104019/tailfingen-gewerbebank-20-mio-25.9.23-entwertet?c=367,"Tailfingen, Gewerbebank, 20 Mio, 25.9.23, entwertet",NoDate
Tailfingen,30.0,Württemberg,50 Mio,Hochinflation 1923,II+,1923_5121.a_50Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104020/tailfingen-gewerbebank-50-mio-25.9.23-entwertet?c=367,"Tailfingen, Gewerbebank, 50 Mio, 25.9.23, entwertet",NoDate
Tettnang,30.0,Württemberg,1 Mio,Hochinflation 1923,I-,1923_5150_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97128/tettnang-1-mio-27.8.23-ohne-kn?c=367,"Tettnang, 1 Mio, 27.8.23; ohne KN",NoDate
Trossingen,70.0,Württemberg,10 Mrd,Hochinflation 1923,III,1923_5237.a_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104026/trossingen-gemeinde-10-mrd-24.10.23-2-hu?c=367,"Trossingen, Gemeinde, 10 Mrd, 24.10.23, 2 HU",24.10.23
Trossingen,30.0,Württemberg,100 Mrd,Hochinflation 1923,II,1923_5237.b_100Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97129/trossingen-100-mrd-24.10.23-kn-gekugelt?c=367,"Trossingen, 100 Mrd, 24.10.23, KN gekugelt",24.10.23
Trossingen,15.0,Württemberg,100 Mrd,Hochinflation 1923,I-,1923_5237.b_100Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104027/trossingen-gemeinde-100-mrd-24.10.23-2.-us-26-mm?c=367,"Trossingen, Gemeinde, 100 Mrd, 24.10.23, 2. Us 26 mm",24.10.23
Trossingen,15.0,Württemberg,10 Mrd,Hochinflation 1923,II,1923_5237.b_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97130/trossingen-10-mrd-24.10.23-us-26-mm?c=367,"Trossingen, 10 Mrd, 24.10.23; Us 26 mm",24.10.23
Trossingen,15.0,Württemberg,100 Mrd,Hochinflation 1923,I-,1923_5237.b1_100Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/97131/trossingen-100-mrd-24.10.23-kn-6-s?c=367,"Trossingen, 100 Mrd, 24.10.23, № KN 6*s",24.10.23
Trossingen,15.0,Württemberg,50 Mrd,Hochinflation 1923,I,1923_5237.c_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104030/trossingen-gemeinde-50-mrd-24.10.23-2.-us-38-mm?c=367,"Trossingen, Gemeinde, 50 Mrd, 24.10.23, 2. Us 38 mm",24.10.23
Trossingen,15.0,Württemberg,5 Mrd,Hochinflation 1923,I-,1923_5237.c_5Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104031/trossingen-gemeinde-5-mrd-24.10.23-2.-us-38-mm?c=367,"Trossingen, Gemeinde, 5 Mrd, 24.10.23, 2. Us 38 mm",24.10.23
Trossingen,45.0,Württemberg,50 Mrd,Hochinflation 1923,II-,1923_5239.c_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61534/trossingen-handwerkerbank-50-mrd-25.10.23?c=367,"Trossingen, Handwerkerbank, 50 Mrd, 25.10.23",25.10.23
Tübingen,20.0,Württemberg,1 Mio,Hochinflation 1923,III,1923_5244.b_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61535/tuebingen-universitaetsstadt-1-mio-25.8.23-i-hl?c=367,"Tübingen, Universitätsstadt, 1 Mio, 25.8.23, I HL",NoDate
Tübingen,20.0,Württemberg,2 Mio,Hochinflation 1923,IV,1923_5244.c_2Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61536/tuebingen-universitaetsstadt-2-mio-1.9.23-v-wd?c=367,"Tübingen, Universitätsstadt, 2 Mio, 1.9.23, V WD",NoDate
Tübingen,40.0,Württemberg,50 Mrd,Hochinflation 1923,III-,1923_5244.e_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61537/tuebingen-universitaetsstadt-50-mrd-25.10.23-xeg-kn-4-mm?c=367,"Tübingen, Universitätsstadt, 50 Mrd, 25.10.23,xEG, KN 4 mm",25.10.23
Tübingen,45.0,Württemberg,50 Mrd,Hochinflation 1923,II-,1923_5244.e_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104033/tuebingen-universitaetsstadt-50-mrd-25.10.23-xeg-kn-4-mm?c=367,"Tübingen, Universitätsstadt, 50 Mrd, 25.10.23,xEG, KN 4 mm",25.10.23
Uhingen,280.0,Württemberg,500 T,Hochinflation 1923,II-,1923_5276.A_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61548/uhingen-mechanische-weberei-500-t-11.8.23?c=367,"Uhingen, Mechanische Weberei, 500 T, 11.8.23",NoDate
Uhingen,280.0,Württemberg,500 T,Hochinflation 1923,II,1923_5276.Ba_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61546/uhingen-bleicherei-u.-faerberei-500-t-22.8.23?c=367,"Uhingen, Bleicherei u. Färberei, 500 T, 22.8.23",NoDate
Uhingen,280.0,Württemberg,500 T,Hochinflation 1923,II,1923_5276.Bb_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61547/uhingen-bleicherei-u.-faerberei-500-t-10.8.23?c=367,"Uhingen, Bleicherei u. Färberei, 500 T, 10.8.23",NoDate
Ulm,45.0,Württemberg,1 Mio,Hochinflation 1923,I,1923_5281.b_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104034/ulm-gebr.-eberhardt-1-mio-25.8.23?c=367,"Ulm, Gebr. Eberhardt, 1 Mio, 25.8.23",NoDate
Ulm,55.0,Württemberg,10 Mrd,Hochinflation 1923,I-,1923_5281.c_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104036/ulm-gebr.-eberhardt-10-mrd-25.10.23?c=367,"Ulm, Gebr. Eberhardt, 10 Mrd, 25.10.23",25.10.23
Ulm,45.0,Württemberg,20 Mrd,Hochinflation 1923,I-,1923_5282.a_20Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104037/ulm-j.eckhardt-sohn-20-mrd-30.10.23-gelocht?c=367,"Ulm, J.Eckhardt & Sohn, 20 Mrd, 30.10.23, gelocht",30.10.23
Ulm,75.0,Württemberg,20 Mrd,Hochinflation 1923,I,1923_5282.aM_20Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104038/ulm-j.eckhardt-sohn-20-mrd-30.10.23-muister-ohne-kn?c=367,"Ulm, J.Eckhardt & Sohn, 20 Mrd, 30.10.23, Muister ohne KN",30.10.23
Ulm,75.0,Württemberg,100 Mrd,Hochinflation 1923,II,1923_5282.b_100Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104039/ulm-j.eckhardt-sohn-100-mrd-15.11.23-lit-b-gelocht?c=367,"Ulm, J.Eckhardt & Sohn, 100 Mrd, 15.11.23, Lit B, gelocht",15.11.23
Ulm,35.0,Württemberg,10 Mrd,Hochinflation 1923,II,1923_5283_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104040/ulm-gabriel-lebrecht-10-mrd-25.10.23?c=367,"Ulm, Gabriel Lebrecht, 10 Mrd, 25.10.23",25.10.23
Vaihingen a. Enz,35.0,Württemberg,5 Mio,Hochinflation 1923,III,1923_5314.b_5Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104046/vaihingen-a.-enz-gemeinde-5-mio-5.9.23?c=367,"Vaihingen a. Enz, Gemeinde, 5 Mio, 5.9.23",NoDate
Vaihingen a. Enz,25.0,Württemberg,100 Mrd,Hochinflation 1923,I-,1923_5314.f_100Mrd,https://www.gap-banknoten.de/detail/index/sArticle/125339/sCategory/367,"Vaihingen a. Enz, Gemeinde, 100 Mrd, 26.10.23",26.10.23
Waiblingen,50.0,Württemberg,5 Bio,Hochinflation 1923,I,1923_5379.cM_5Bio,https://www.gap-banknoten.de/detail/index/sArticle/139520/sCategory/367,"Waiblingen, Stadtgemeinde, 5 Bio, 18.10.23, ohne KN",18.10.23
Waldsee,25.0,Württemberg,100 Mrd,Hochinflation 1923,II,1923_5424.d_100Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104048/1923-1923-100-mrd-21.9.23?c=367,"Waldsee, Oberamtsstadt, 100 Mrd, 21.9.23",NoDate
Waldsee,25.0,Württemberg,50 Mrd,Hochinflation 1923,II-,1923_5424.d_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104049/1923-1923-50-mrd-21.9.23?c=367,"Waldsee, Oberamtsstadt, 50 Mrd, 21.9.23",NoDate
Waldsee,75.0,Württemberg,100 T,Hochinflation 1923,III,1923_5427.c_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61559/waldsee-oberamtssparkasse-100-t-17.8.23?c=367,"Waldsee, Oberamtssparkasse, 100 T, 17.8.23",NoDate
Waldsee,60.0,Württemberg,1 Mio,Hochinflation 1923,III+,1923_5427.d_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104052/waldsee-oberamtssparkasse-1-mio-18.8.23?c=367,"Waldsee, Oberamtssparkasse, 1 Mio, 18.8.23",NoDate
Waldsee,45.0,Württemberg,10 Mrd,Hochinflation 1923,II-,1923_5427.h_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104053/waldsee-oberamtssparkasse-10-mrd-30.10.23-o.wz.?c=367,"Waldsee, Oberamtssparkasse, 10 Mrd, 30.10.23, o.Wz.",30.10.23
Waldsee,40.0,Württemberg,20 Mrd,Hochinflation 1923,III,1923_5427.h_20Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104054/waldsee-oberamtssparkasse-20-mrd-30.10.23?c=367,"Waldsee, Oberamtssparkasse, 20 Mrd, 30.10.23",30.10.23
Waldsee,45.0,Württemberg,50 Mrd,Hochinflation 1923,III,1923_5427.h_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104055/waldsee-oberamtssparkasse-50-mrd-30.10.23?c=367,"Waldsee, Oberamtssparkasse, 50 Mrd, 30.10.23",30.10.23
Waldsee,45.0,Württemberg,100 Mrd,Hochinflation 1923,III,1923_5430_100Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104056/waldsee-amtskoerperschaft-100-mrd-31-10.23?c=367,"Waldsee, Amtskörperschaft, 100 Mrd, 31-10.23",NoDate
Waldsee,35.0,Württemberg,10 Mrd,Hochinflation 1923,I-,1923_5430_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104057/waldsee-amtskoerperschaft-10-mrd-31.10.23?c=367,"Waldsee, Amtskörperschaft, 10 Mrd, 31.10.23",31.10.23
Waldsee,45.0,Württemberg,200 Mrd,Hochinflation 1923,III,1923_5430_200Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104058/waldsee-amtskoerperschaft-200-mrd-31.10.23?c=367,"Waldsee, Amtskörperschaft, 200 Mrd, 31.10.23",31.10.23
Waldsee,45.0,Württemberg,500 Mrd,Hochinflation 1923,III+,1923_5430_500Mrd,https://www.gap-banknoten.de/detail/index/sArticle/129563/sCategory/367,"Waldsee, Amtskörperschaft, 500 Mrd, 31.10.23",31.10.23
Waldsee,45.0,Württemberg,50 Mrd,Hochinflation 1923,III,1923_5430_50Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61564/waldsee-amtskoerperschaft-50-mrd-31.10.23?c=367,"Waldsee, Amtskörperschaft, 50 Mrd, 31.10.23",31.10.23
Wangen,150.0,Württemberg,100 T,Hochinflation 1923,II,1923_5452.b_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61565/wangen-baumwollspinnerei-erlangen-100-t-5.9.23?c=367,"Wangen, Baumwollspinnerei Erlangen, 100 T, 5.9.23",NoDate
Wangen,120.0,Württemberg,100 T,Hochinflation 1923,III,1923_5454_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104076/wangen-g.a.kaess-100-t-20.8.23-n.i.k.?c=367,"Wangen, G.A.Kaeß, 100 T, 20.8.23, n.i.K.",NoDate
Wangen,65.0,Württemberg,100 T,Hochinflation 1923,III-,1923_5454.c_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104059/wangen-g.a.kaess-100-t-24.8.23?c=367,"Wangen, G.A.Kaeß, 100 T, 24.8.23",NoDate
Wangen,45.0,Württemberg,300 T,Hochinflation 1923,II-,1923_5454.c_300T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104060/wangen-g.a.kaess-300-t-24.8.23?c=367,"Wangen, G.A.Kaeß, 300 T, 24.8.23",NoDate
Wangen,40.0,Württemberg,500 T,Hochinflation 1923,III+,1923_5454.c_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104061/wangen-g.a.kaess-500-t-24.8.23?c=367,"Wangen, G.A.Kaeß, 500 T, 24.8.23",NoDate
Wangen,45.0,Württemberg,100 T,Hochinflation 1923,III+,1923_5454.f_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104062/wangen-g.a.kaess-100-t-7.9.23?c=367,"Wangen, G.A.Kaeß, 100 T, 7.9.23",NoDate
Wangen,75.0,Württemberg,100 T,Hochinflation 1923,III-,1923_5454.g_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104064/wangen-g.a.kaess-100-t-11.9.23-n.i.k.?c=367,"Wangen, G.A.Kaeß, 100 T, 11.9.23, n.i.K.",NoDate
Wangen,35.0,Württemberg,1 Mio,Hochinflation 1923,III-,1923_5454.h_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104065/wangen-g.a.kaess-1-mio-14.9.23?c=367,"Wangen, G.A.Kaeß, 1 Mio, 14.9.23",NoDate
Wangen,65.0,Württemberg,100 T,Hochinflation 1923,III-,1923_5454.I_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104067/wangen-g.a.kaess-100-t-21.9.23?c=367,"Wangen, G.A.Kaeß, 100 T, 21.9.23",NoDate
Wangen,45.0,Württemberg,300 T,Hochinflation 1923,II,1923_5454.I_300T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104068/wangen-g.a.kaess-300-t-21.9.23?c=367,"Wangen, G.A.Kaeß, 300 T, 21.9.23",NoDate
Wangen,65.0,Württemberg,100 T,Hochinflation 1923,IV,1923_5454.k_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104069/wangen-g.a.kaess-100-t-18.9.23?c=367,"Wangen, G.A.Kaeß, 100 T, 18.9.23",NoDate
Wangen,35.0,Württemberg,3 Mio,Hochinflation 1923,III-,1923_5454.k_3Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104070/wangen-g.a.kaess-3-mio-18.9.23?c=367,"Wangen, G.A.Kaeß, 3 Mio, 18.9.23",NoDate
Wangen,65.0,Württemberg,100 T,Hochinflation 1923,II,1923_5454.m_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104072/wangen-g.a.kaess-100-t-25.9.23?c=367,"Wangen, G.A.Kaeß, 100 T, 25.9.23",NoDate
Wangen,45.0,Württemberg,300 T,Hochinflation 1923,II,1923_5454.m_300T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104073/wangen-g.a.kaess-300-t-25.9.23?c=367,"Wangen, G.A.Kaeß, 300 T, 25.9.23",NoDate
Wangen,45.0,Württemberg,100 T,Hochinflation 1923,II,1923_5454.n_100T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104074/wangen-g.a.kaess-100-t-28.9.23?c=367,"Wangen, G.A.Kaeß, 100 T, 28.9.23",NoDate
Wangen,45.0,Württemberg,300 T,Hochinflation 1923,II,1923_5454.n_300T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104075/wangen-g.a.kaess-300-t-28.9.23?c=367,"Wangen, G.A.Kaeß, 300 T, 28.9.23",NoDate
Wangen,25.0,Württemberg,10 Mrd,Hochinflation 1923,I-,1923_5456_10Mrd,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104077/wangen-amtskoerperschaft-10-mrd-29.8.23?c=367,"Wangen, Amtskörperschaft, 10 Mrd, 29.8.23",NoDate
Wangen,20.0,Württemberg,500 Mio,Hochinflation 1923,II+,1923_5456_500Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104079/wangen-amtskoerperschaft-500-mio-29.8.23?c=367,"Wangen, Amtskörperschaft, 500 Mio, 29.8.23",NoDate
Wangen,35.0,Württemberg,50 Mio,Hochinflation 1923,II-,1923_5456_50Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104081/wangen-amtskoerperschaft-50-mio-29.8.23?c=367,"Wangen, Amtskörperschaft, 50 Mio, 29.8.23",NoDate
Waldsee,65.0,Württemberg,50 T,Hochinflation 1923,III,1923_5472.a_50T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61561/waldsee-oberamtssparkasse-50-t-16.8.23?c=367,"Waldsee, Oberamtssparkasse, 50 T, 16.8.23",NoDate
Waldsee,60.0,Württemberg,1 Mio,Hochinflation 1923,III+,1923_5472.d_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/61562/waldsee-oberamtssparkasse-1-mio-18.8.23?c=367,"Waldsee, Oberamtssparkasse, 1 Mio, 18.8.23",NoDate
Weingarten,75.0,Württemberg,300 T,Hochinflation 1923,II,1923_5512.1_300T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104090/weingarten-gewerbebank-300-t-18.8.23-datum-n.i.k.?c=367,"Weingarten, Gewerbebank, 300 T, 18.8.23, Datum n.i.K.",NoDate
Weingarten,75.0,Württemberg,500 T,Hochinflation 1923,II-,1923_5512.1_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104091/weingarten-gewerbebank-500-t-22.8.23-datum-n.i.k.?c=367,"Weingarten, Gewerbebank, 500 T, 22.8.23, Datum n.i.K.",NoDate
Weingarten,75.0,Württemberg,300 T,Hochinflation 1923,II,1923_5512.2_300T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104092/weingarten-gewerbebank-300-t-22.8.23-datum-n.i.k.?c=367,"Weingarten, Gewerbebank, 300 T, 22.8.23, Datum n.i.K.",NoDate
Weingarten,75.0,Württemberg,500 T,Hochinflation 1923,III,1923_5512.2_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104093/weingarten-gewerbebank-500-t-23.8.23-datum-n.i.k.?c=367,"Weingarten, Gewerbebank, 500 T, 23.8.23, Datum n.i.K.",NoDate
Weingarten,75.0,Württemberg,300 T,Hochinflation 1923,III-,1923_5512.aC_300T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104094/weingarten-eisengiesserei-hugo-stoz-300-t-14.8.23?c=367,"Weingarten, Eisengießerei Hugo Stoz, 300 T, 14.8.23",NoDate
Weingarten,80.0,Württemberg,500 T,Hochinflation 1923,III,1923_5512.aC_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104095/weingarten-eisengiesserei-hugo-stoz-500-t-18.8.23?c=367,"Weingarten, Eisengießerei Hugo Stoz, 500 T, 18.8.23",NoDate
Weingarten,75.0,Württemberg,500 T,Hochinflation 1923,III-,1923_5512.aC_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104096/weingarten-eisengiesserei-hugo-stoz-500-t-23.8.23?c=367,"Weingarten, Eisengießerei Hugo Stoz, 500 T, 23.8.23",NoDate
Weingarten,80.0,Württemberg,300 T,Hochinflation 1923,II,1923_5512.bH_300T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104097/weingarten-klosterbau-kellenried-300-t-31.8.23?c=367,"Weingarten, Klosterbau Kellenried, 300 T, 31.8.23",NoDate
Weingarten,75.0,Württemberg,300 T,Hochinflation 1923,III+,1923_5512.bH_300T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104098/weingarten-klosterbau-kellenried-300-t-28.8.23?c=367,"Weingarten, Klosterbau Kellenried, 300 T, 28.8.23",NoDate
Weingarten,75.0,Württemberg,500 T,Hochinflation 1923,II-,1923_5512.bH_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104099/weingarten-klosterbau-kellenried-500-t-31.8.23?c=367,"Weingarten, Klosterbau Kellenried, 500 T, 31.8.23",NoDate
Weingarten,55.0,Württemberg,1 Mio,Hochinflation 1923,III,1923_5512.e_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104100/weingarten-gewerbebank-1-mio-30.8.23?c=367,"Weingarten, Gewerbebank, 1 Mio, 30.8.23",NoDate
Weingarten,40.0,Württemberg,500 T,Hochinflation 1923,III+,1923_5512.f_500T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104101/weingarten-gewerbebank-500-t-18.8.23?c=367,"Weingarten, Gewerbebank, 500 T, 18.8.23",NoDate
Weingarten,40.0,Württemberg,300 T,Hochinflation 1923,III+,1923_5512.g_300T,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104102/weingarten-gewerbebank-300-t-23.8.23?c=367,"Weingarten, Gewerbebank, 300 T, 23.8.23",NoDate
Weingarten,45.0,Württemberg,1 Mio,Hochinflation 1923,II-,1923_5512.h_1Mio,https://www.gap-banknoten.de/deutsches-notgeld-nach-perioden/hochinflation-1923/104103/weingarten-gewerbebank-1-mio-24.8.23-1-langer-anstrich?c=367,"Weingarten, Gewerbebank, 1 Mio, 24.8.23, ""1"" langer Anstrich",NoDate
